page	section	subsection	title	inscription	comments	
225	杂器铭文	炉	阳信家铜提链炉	阳信家铜炉，容斗五升。（《文物》1982.9； 1(1:004）	整理者案：《秦汉金文汇编》上编、《中国书法全集》第九册页41图19、《全 集-秦汉》说明页27皆题作“阳信家炉”。《全集.秦汉》定此为西汉中期物。据 《中国书法全集》第九册页185图版考释19,此器作于西汉中期，1981年出土于陕 西兴平茂陵一号无名冢一号丛葬坑。	
225	杂器铭文	炉	阳信家铜温手炉 	阳信家铜温手炉盖。阳信家铜温手炉（腹（《文物》	整理者案：据铭文所出文献，此为西汉晚期物。	
226	杂器铭文	炉	阳信家常卧铜温手炉	阳信家常卧铜温手炉承盘，重二斤四两。（腹）阳信家铜温手炉承盘。（盘） （同前沐1:007）	整理者案：据铭文所出文献，此为西汉晚期物。	
226	杂器铭文	炉	孺子炉（补）	建和三年徐樨作。	整理者案：据《历代著录吉金目》页1121上栏补。建和为东汉桓帝年号（建和 三年为149年），故此为东汉物。	
226	杂器铭文	炉	熏炉	熏炉，重三斤口两，容二升十四籥。（《汉金》卷四）	整理者案：本篇亦见《金文续编》。“炉”字，《金文续编》作“卢”，《秦汉金文 汇编》上编所收铭文图版作“庐”。则“卢”、“庐”皆假借为“炉”。	
226	杂器铭文	炉	熏炉（补）	熏炉，盖重九两。（盖）熏炉，重口斤三两，容二升四裔。（器）	整理者案：据《筠清馆金石》卷五补。铭文“籥”字,《历代著录吉金目》页1112 下栏录作“籥”。《筠清馆金石》曰：“裔，龠之借字。龚定盒藏一器，容一升十四 龠，有‘婴桃第一’四字。”	
226	杂器铭文	炉	苜川太子家炉	菌川大子家金谕炉，容二升半，重十斤八两。（《汉金》卷四）	整理者案：本篇亦见《金文续编》。篇题，《金索》卷三作“苜川大子金愉炉 铭”，《积古斋钟鼎彝器款识》卷九、《寒斋集古录》卷十三、《历代著录吉金目》页 1122上栏俱无“家”字。铭文“炉”字，《积古斋》《金文续编》《历代著录吉金目》作 “卢”，《秦汉金文汇编》上编所收图版作“庐”。铭文“二升”，《积古斋》《金索》《憲 斋集古录》《历代著录吉金目》作“二斗”。《积古斋》《金索》并曰：“《汉书-王子 候表》：龙邱侯等，皆蓄川懿王子。陆元侯等，皆臂川靖王子。北乡侯，苜川孝王 子。此苜川太子，不知何属。”又王卉《汉代铜器铭文汇总》未录此篇。	
226	杂器铭文	炉	平安侯家染炉	平安侯家染炉。第十。重六斤三两。（《汉金》卷四）	整理者案：本篇亦见《金文续编》，“炉”字皆作“鑪”。《历代著录吉金目》页1121下栏篇题无“家染”二字。《贞松堂集古遗文》卷十五、《历代著录吉金目》 “染”作一阙文号。本篇又见陈直《两汉经济史料论丛》？136，铭文“染炉”作“熏 炉”〇	
227	杂器铭文	炉	重三斤熏炉（补）	熏炉，重三斤口两，容二斗十四裔。	整理者案：据《历代著录吉金目》页1121下栏补。	
227	杂器铭文	炉	宜富且寿熏炉（补）	宜寿且富口口口昌口贵宜于万子孙。	整理者案：据《历代著录吉金目》页1122上栏补。铭文“于万”疑“千万” 之误。	
227	杂器铭文	炉	二斤三两熏炉	今二斤三两。（《考古学报》1985.2；5：21）		
227	杂器铭文	炉	重三斤六两熏炉	左。重三斤六两。今三斤十一两。（《考古学报》1985,2；5：22）		
227	杂器铭文	炉	雒阳武库熏炉	雒阳武库熏炉，重三斤。（盖）重二斤十四两。（身口沿V《文博》1988.1） 徐按:原报告误释“熏”为“东”。详见本书第一章。整理者案:王卉《汉代铜 器铭文汇总》无“盖”、“身口沿”字样。		
227	杂器铭文	炉	张端君错炉	张端君错炉一。（《考古》1966.4）		
227	杂器铭文	炉	张端君熏炉（补）	區]端君熏炉一。（《考古》…祕乂口“弓）		
227	杂器铭文	炉	常食中般执炉（三）	常食中般。（腹、耳杯文同V《考古》1994.4）	整理者案：王卉《汉代铜器铭文汇总》未录下二篇。	
227	杂器铭文	炉	常食中般执炉（四）	常食中般。（腹“《考古》1994.4）		
227	杂器铭文	炉	常食中般执炉（五）	常食中般。（腹V《考古》1994.4）		
227	杂器铭文	炉	鼎胡熏炉	鼎胡。（《文物》		
228	杂器铭文	炉	杨是熏炉（补）	蜀郡成都杨是造，传子孙。（《小校》卷”柯）	整理者案：据王卉《汉代铜器铭文汇总》补。原无篇题，此据铭文拟题。“是” 通“氏”，“杨是”即“杨氏”。	
228	杂器铭文	炉	博山炉（补）	天兴子孙，富贵昌宜。	整理者案：据《历代钟鼎弈器款识》卷十九补。《考古图》卷十曰：“器得于投 子山，重一斤七两，中间荇叶，有文曰‘天兴子孙’，又口 ‘富贵昌宜’。按《汉朝故 事》，诸王出，间则赐博山香炉。《晋东宫旧事》，太子服用则有博山香炉。一云炉 象海中博山，下有槃贮汤，使润气蒸香，以象海之回环。”《金索》卷三曰：“李太白 诗云：‘洛阳名工铸为金博山，千琢复万镂，上刻秦女携手仙。’则唐时犹重其器矣	
228	杂器铭文	炉	薰炉（补）	祖口。	整理者案：据《历代著录吉金目》页1121上栏补。	
228	杂器铭文	炉	汉铜薰炉铭文（补）	内官，容三口少。重三斤八两口口。	整理者案：据《辽阳金石录》页105补。原说明：“铜薰炉，出土于太子河区石 嘴山。铭文刻在薰炉柄部，楷体，辽阳市博物馆藏。按：内官，官署名，负责审理诏 狱的官狱，宗正所属机构。”	
228	杂器铭文	斗	成山宫渠斗	扶。成山宫铜渠钭，重二斤。神爵四年卒史任欣、杜阳右尉司马赏、漦少内佐 王宫等造。河南。（《汉金》卷四）	整理者案：本篇亦见《金文续编》。《筠清馆备石》卷五录本篇，铭文“扶”字在 “河南”下。《筠清馆金石》曰：“此器当亦是盛酒之物。”又“钭”即“斗”字。神爵 为西汉宣帝年号（神爵四年为前58年），故此为西汉物。	
228	杂器铭文	斗	成山宫铜渠斗款（补）	神爵四年。	整理者案：据《金石续编》卷一补。《金石续编》曰：“篆书。在阳湖董氏。神 爵四年，汉宣帝即位之十六年，其明年改元五凤矣。东莱郡有成山，太始三年武帝 幸琅邪，礼日成山。神爵间，立成山曰祠于不夜。《地理志》：‘不夜有成山日祠。’ 《文选，子虚赋》张楫注曰：‘成山在东莱掖县，于其上筑宫阙。’此云成山宫，殆即 是此。盖立祠时所造也。”又此器年杈为西汉。	
229	杂器铭文	斗	五铢泉斗（补）	五铢。	整理者案：据《历代著录吉金目》页1098下栏补。	
229	杂器铭文	斗	习斗（补）	长宜子孙。货泉。货泉。货泉。货泉。	整理者案：据《历代著录吉金目》页1098下栏补。	
229	杂器铭文	斗	习斗(补)	大吉祥，	整理者案：据《续考古图》卷三补。	
229	杂器铭文	熨斗	五凤熨斗	五凤元年四月，考工贤友，缮作府啬夫赵良、平阳付守长吴安光主，左丞万福 并省。重三斤十二两。第二。（《汉金》卷四）	整理者案：本篇亦见《金文续编》。《历代著录吉金目》页963下栏录本篇，题 作“五凤雜、斗”。五凤为西汉宣帝年号（五凤元年为前57年），此为西汉物。	
229	杂器铭文	熨斗	永元熨斗	永元六年闰月一日，十涑牢尉斗。宜衣。重三斤，直四百。保二亲，大富利， 宜子孙。（《汉金》卷四）	整理者案：本篇亦见《金文续编》。《历代著录吉金目》页丨100上栏题作“宜 衣熨斗”。《贞松堂集古遗文》卷十五、《历代著录吉金目》“牢”皆作“守”。又永 元为东汉和帝年号（永元元年为89年），此为东汉物。	
229	杂器铭文	熨斗	上蔡侯熨斗	建光元年三月，上蔡侯造。（《贞松堂集古遗文续编》卷下）	整理者案：建光为东汉安帝年号（建光元年为121年），此为东汉物。	
230	杂器铭文	熨斗	千万熨斗 	千万。（阳文“《汉金》卷四）	整理者案：本篇亦见《金文续编》。	
230	杂器铭文	熨斗	五铢熨斗（补）	五铢。	整理者案：据《历代著录吉金目》页1099上栏补。	
230	杂器铭文	熨斗	新货泉熨斗（补）	货泉。（钱文五）	整理者案：据《历代著录吉金目》页1099下栏补。	
230	杂器铭文	熨斗	新宜子孙熨斗（一至三）	宜子孙。（阳文八《汉金》卷四）		
230	杂器铭文	熨斗	宜子孙熨斗（一）	宜子孙。（《汉金》卷四）	整理者案：本篇亦见《金文续编》。	
230	杂器铭文	熨斗	宜子孙熨斗（二）	宜子孙。（《汉金》卷七）		
230	杂器铭文	熨斗	长宜子孙熨斗（一、二）	长宜子孙。（阳文八《汉金》卷四）	整理者案：《金文续编》录同题器铭一，铭文“子孙”下尚有“货泉”二字。	
230	杂器铭文	熨斗	大吉利熨斗	大吉利，长宜子孙。（阳文八《汉金》卷四）	整理者案：本篇亦见《金文续编》《历代著录吉金目》页1099下栏。《历代著 录吉金目》篇题“利”下有“长宜子孙”四字。	
230	杂器铭文	熨斗	带尺铜熨斗（补）	长宜子孙。（《文物》2010.8^93）		
230	杂器铭文	熨斗	直衣熨斗（补）	熨斗直衣。（《收藏界》2002, 3？18）		
230	杂器铭文	熨斗	张端君熨斗（补）	匪]画]國熨斗一。（《考古》1966.4^185）		
230	杂器铭文	熨斗	阳信家熨铫	阳信家熨铫，容二升。（《文物》丨982. 9 ；幻阳6)		
231	杂器铭文	书刀	西汉霍贺铁环首书刀（补）	宜官腆二千石。（阴刻（《南方文物》	整理者案：篇题据铭文补。	
231	杂器铭文	书刀	广汉郡书刀（补）	永元十六年，广汉郡工官卅中……史成、长荆、守丞熹王。	整理者案：据《秦汉金文汇编》上编补。《历代著录吉金目》页丨丨01下栏题作 “永元十六年金马书刀”。《贞松堂集古遗文》卷十五、《金文续编》《历代著录吉金 目》“卅中”作“卅涑”，“王”作“主”。铭文省略号，《贞松堂集古遗文》作九个阙文 号。又永元为东汉和帝年号（永元十六年为104年），此为东汉物。	
231	杂器铭文	书刀	广汉郡书刀（补）	永元十口年，广汉郡工官，卅涑书刀,工冯武……。	整理者案:据《贞松堂集古遗文》卷十五补。《历代著录吉金目》页1101上栏 题作“永元十六年金马书刀”，原题注：“铭文存十四字。”又器物时代为东汉。又 《金文续编》‘‘年”“汉”字皆阙释。	
231	杂器铭文	书刀	广汉郡书刀（补）	(上缺）广汉口口口卅口口口口秋造。护工卒、史克、长不、丞奉主。	整理者案：据《贞松堂集古遗文》卷十五补。本篇亦见《金文续编》《历代著录 吉金目》页丨101下栏。《历代著录吉金目》题作“永元十六年金马书刀”。	
231	杂器铭文	书刀	汉永建书刀	永建元年正月，使者口口口铜刀口不口口。（《双剑誃古器物图录》卷下）	整理者案：永建为东汉顺帝年号（永建元年为126年），此为东汉物。	
231	杂器铭文	书刀	金马书刀（补）	(释缺）。	整理者案：据《历代著录吉金目》页丨101上栏补。原题注:“铭文约存六字。”	
232	杂器铭文	砚滴	龟砚滴（补）	女用。	整理者案：据《西清古鉴》卷三十八补。《历代著录吉金目》页丨102下栏录本 篇，“女”作“汝”。	
232	杂器铭文	钩	张师带钩（补）	五月丙午。张师带钩。	整理者案：据《两汉金石记》卷一补。器物时代，《两汉金石记》入西汉高帝六 年，但曰：“按此或在景帝六年，今姑系于此。”《历代著录吉金目》页1162下栏录本 篇，铭文“丙午”下有一阙文号。“带钩”作“信印”。	
232	杂器铭文	钩	汉带钩字（补）	六年五月丙午乍。张师信印。	整理者案：据《两汉金石记》卷四补。篇题，《积古斋钟鼎弈器款识》卷十作 “张师信钓”。铭文“乍”，《积古斋》作一阙文号。《两汉金石记》曰：“汉自武帝始 有年号，此器但云六年，故知是西汉器也。考惠帝六年壬子、吕后六年己未、文帝 六年丁卯，此三年之五月皆无丙午，惟高帝六年庚子、景帝六年庚寅此二年之五月 皆有丙午，此器当属何时，则弗能深考矣。‘乍’即‘作’字，古器款识皆如此。”又 曰：“又见带钩一，以建初尺度之，长一寸四分，其下隐起圆处径五分，文曰‘宜子’ 二字，古文篆，阴款。又见带钩一，建初尺长五寸三分，其背之上下各有银镂三字， 曰‘丙午钩君宜官’，篆书。又带钩一，建初尺长五寸四分，阴款，篆书‘景初元年五 月丙午造’凡九字。考魏明帝景初元年五月丁酉朔丙午是其十日也。又江秋史有 带钩二，一曰‘建初口年五月丙午造’，一曰‘永平口年五月丙午造’，合前二钩，皆 云‘丙午’，盖汉魏铸钓用五月丙午3也。此可作带钩故实。”又王卉《汉代铜器铭 文汇总》据《小校》卷13？36录文，“六年五月”作“六月五日”。	
